"meterID","kwh","time","day"
1000,0.024,46,247
1000,0.025,47,247
1000,0.025,48,247
1000,0.025,1,248
1000,0.073,2,248
1000,0.113,3,248
1000,0.036,4,248
1000,0.025,5,248
1000,0.026,6,248
1000,0.026,7,248
1000,0.042,8,248
1000,0.112,9,248
1000,0.064,10,248
1000,0.025,11,248
1000,0.025,12,248
1000,0.025,13,248
1000,0.025,14,248
1000,0.102,15,248
1000,0.062,16,248
1000,0.025,17,248
1000,0.024,18,248
1000,0.025,19,248
1000,0.024,20,248
1000,0.09,21,248
1000,0.075,22,248
1000,0.024,23,248
1000,0.024,24,248
1000,0.024,25,248
1000,0.023,26,248
1000,0.079,27,248
1000,0.086,28,248
1000,0.024,29,248
1000,0.023,30,248
1000,0.024,31,248
1000,0.024,32,248
1000,0.083,33,248
1000,0.085,34,248
1000,0.024,35,248
1000,0.024,36,248
1000,0.024,37,248
1000,0.024,38,248
1000,0.1,39,248
1000,0.095,40,248
1000,0.024,41,248
1000,0.023,42,248
1000,0.024,43,248
1000,0.024,44,248
1000,0.088,45,248
1000,0.095,46,248
1000,0.024,47,248
1000,0.025,48,248
1000,0.025,1,249
1000,0.025,2,249
1000,0.09,3,249
1000,0.097,4,249
1000,0.025,5,249
1000,0.025,6,249
1000,0.025,7,249
1000,0.025,8,249
1000,0.084,9,249
1000,0.107,10,249
1000,0.025,11,249
1000,0.025,12,249
1000,0.025,13,249
1000,0.025,14,249
1000,0.071,15,249
1000,0.09,16,249
1000,0.024,17,249
1000,0.024,18,249
1000,0.024,19,249
1000,0.024,20,249
1000,0.087,21,249
1000,0.076,22,249
1000,0.024,23,249
1000,0.024,24,249
1000,0.067,25,249
1000,0.107,26,249
1000,0.114,27,249
1000,0.024,28,249
1000,0.024,29,249
1000,0.024,30,249
1000,0.024,31,249
1000,0.072,32,249
1000,0.114,33,249
1000,0.034,34,249
1000,0.024,35,249
1000,0.024,36,249
1000,0.024,37,249
1000,0.078,38,249
1000,0.085,39,249
1000,0.024,40,249
1000,0.024,41,249
1000,0.024,42,249
1000,0.024,43,249
1000,0.111,44,249
1000,0.076,45,249
1000,0.024,46,249
1000,0.025,47,249
1000,0.025,48,249
1000,0.025,1,250
1000,0.119,2,250
1000,0.046,3,250
1000,0.025,4,250
1000,0.025,5,250
1000,0.025,6,250
1000,0.06,7,250
1000,0.109,8,250
1000,0.025,9,250
1000,0.025,10,250
1000,0.025,11,250
1000,0.025,12,250
1000,0.081,13,250
1000,0.112,14,250
1000,0.024,15,250
1000,0.024,16,250
1000,0.024,17,250
1000,0.023,18,250
1000,0.068,19,250
1000,0.111,20,250
1000,0.032,21,250
1000,0.024,22,250
1000,0.024,23,250
1000,0.024,24,250
1000,0.068,25,250
1000,0.112,26,250
1000,0.031,27,250
1000,0.024,28,250
1000,0.024,29,250
1000,0.024,30,250
1000,0.09,31,250
1000,0.07,32,250
1000,0.024,33,250
1000,0.024,34,250
1000,0.024,35,250
1000,0.051,36,250
1000,0.111,37,250
1000,0.047,38,250
1000,0.024,39,250
1000,0.023,40,250
1000,0.024,41,250
1000,0.074,42,250
1000,0.109,43,250
1000,0.024,44,250
1000,0.024,45,250
1000,0.024,46,250
1000,0.025,47,250
1000,0.104,48,250
1000,0.084,1,251
1000,0.025,2,251
1000,0.025,3,251
1000,0.025,4,251
1000,0.045,5,251
1000,0.116,6,251
1000,0.051,7,251
1000,0.026,8,251
1000,0.026,9,251
1000,0.026,10,251
1000,0.088,11,251
1000,0.077,12,251
1000,0.025,13,251
1000,0.025,14,251
1000,0.025,15,251
1000,0.063,16,251
1000,0.113,17,251
1000,0.035,18,251
1000,0.024,19,251
1000,0.024,20,251
1000,0.024,21,251
1000,0.104,22,251
1000,0.079,23,251
1000,0.024,24,251
1000,0.024,25,251
1000,0.024,26,251
1000,0.062,27,251
1000,0.115,28,251
1000,0.031,29,251
1000,0.025,30,251
1000,0.025,31,251
1000,0.024,32,251
1000,0.112,33,251
1000,0.069,34,251
1000,0.024,35,251
1000,0.024,36,251
1000,0.024,37,251
1000,0.069,38,251
1000,0.113,39,251
1000,0.025,40,251
1000,0.023,41,251
1000,0.023,42,251
1000,0.023,43,251
1000,0.112,44,251
1000,0.069,45,251
1000,0.025,46,251
1000,0.025,47,251
1000,0.025,48,251
1000,0.053,1,252
1000,0.113,2,252
1000,0.044,3,252
1000,0.025,4,252
1000,0.026,5,252
1000,0.025,6,252
1000,0.049,7,252
1000,0.111,8,252
1000,0.024,9,252
1000,0.024,10,252
1000,0.024,11,252
1000,0.024,12,252
1000,0.024,13,252
1000,0.097,14,252
1000,0.069,15,252
1000,0.024,16,252
1000,0.024,17,252
1000,0.023,18,252
1000,0.024,19,252
1000,0.024,20,252
1000,0.112,21,252
1000,0.06,22,252
1000,0.024,23,252
1000,0.071,24,252
1000,0.101,25,252
1000,0.118,26,252
1000,0.05,27,252
1000,0.022,28,252
1000,0.021,29,252
1000,0.021,30,252
1000,0.044,31,252
1000,0.109,32,252
1000,0.058,33,252
1000,0.024,34,252
1000,0.029,35,252
1000,0.036,36,252
1000,0.121,37,252
1000,0.049,38,252
1000,0.025,39,252
1000,0.025,40,252
1000,0.023,41,252
1000,0.088,42,252
1000,0.076,43,252
1000,0.024,44,252
1000,0.024,45,252
1000,0.024,46,252
1000,0.024,47,252
1000,0.111,48,252
1000,0.079,1,253
1000,0.694,2,253
1000,0.067,3,253
1000,0.026,4,253
1000,0.024,5,253
1000,0.104,6,253
1000,0.115,7,253
1000,0.117,8,253
1000,0.083,9,253
1000,0.024,10,253
1000,0.024,11,253
1000,0.024,12,253
1000,0.043,13,253
1000,0.113,14,253
1000,0.113,15,253
1000,0.088,16,253
1000,0.023,17,253
1000,0.024,18,253
1000,0.254,19,253
1000,0.31,20,253
1000,0.121,21,253
1000,0.249,22,253
1000,0.18,23,253
1000,1.049,24,253
1000,0.198,25,253
1000,0.148,26,253
1000,0.183,27,253
1000,0.027,28,253
1000,0.104,29,253
1000,0.122,30,253
1000,0.098,31,253
1000,0.117,32,253
1000,1.568,33,253
1000,2.988,34,253
1000,0.995,35,253
1000,0.346,36,253
1000,0.353,37,253
1000,0.114,38,253
1000,0.728,39,253
1000,0.136,40,253
1000,0.186,41,253
1000,0.63,42,253
1000,0.366,43,253
1000,0.268,44,253
1000,0.241,45,253
1000,0.168,46,253
1000,0.06,47,253
1000,0.024,48,253
1000,0.024,1,254
1000,0.043,2,254
1000,0.116,3,254
1000,0.126,4,254
1000,0.112,5,254
1000,0.115,6,254
1000,0.025,7,254
1000,0.025,8,254
1000,0.025,9,254
1000,0.025,10,254
1000,0.09,11,254
1000,0.128,12,254
1000,0.046,13,254
1000,0.025,14,254
1000,0.024,15,254
1000,0.024,16,254
1000,0.078,17,254
1000,0.472,18,254
1000,1.04,19,254
1000,0.034,20,254
1000,0.029,21,254
1000,0.029,22,254
1000,0.039,23,254
1000,0.118,24,254
1000,0.081,25,254
1000,0.024,26,254
1000,0.023,27,254
1000,0.023,28,254
1000,0.033,29,254
1000,0.112,30,254
1000,0.081,31,254
1000,0.023,32,254
1000,0.047,33,254
1000,0.104,34,254
1000,0.114,35,254
1000,0.109,36,254
1000,0.023,37,254
1000,0.023,38,254
1000,0.023,39,254
1000,0.069,40,254
1000,0.102,41,254
1000,0.023,42,254
1000,0.743,43,254
1000,0.449,44,254
1000,0.411,45,254
1000,0.529,46,254
1000,0.316,47,254
1000,0.371,48,254
1000,0.096,1,255
1000,0.115,2,255
1000,0.076,3,255
1000,0.024,4,255
1000,0.025,5,255
1000,0.025,6,255
1000,0.047,7,255
1000,0.118,8,255
1000,0.07,9,255
1000,0.025,10,255
1000,0.039,11,255
1000,0.025,12,255
1000,0.025,13,255
1000,0.109,14,255
1000,0.08,15,255
1000,0.024,16,255
1000,0.069,17,255
1000,0.071,18,255
1000,0.843,19,255
1000,0.489,20,255
1000,0.157,21,255
1000,0.122,22,255
1000,0.114,23,255
1000,0.129,24,255
1000,0.037,25,255
1000,0.029,26,255
1000,0.031,27,255
1000,0.118,28,255
1000,0.114,29,255
1000,0.028,30,255
1000,0.029,31,255
1000,1.746,32,255
1000,2.017,33,255
1000,0.115,34,255
1000,0.034,35,255
1000,0.367,36,255
1000,0.195,37,255
1000,0.147,38,255
1000,0.07,39,255
1000,0.025,40,255
1000,0.025,41,255
1000,0.101,42,255
1000,0.092,43,255
1000,0.388,44,255
1000,0.087,45,255
1000,0.031,46,255
1000,0.093,47,255
1000,0.095,48,255
1000,0.025,1,256
1000,0.025,2,256
1000,0.024,3,256
1000,0.111,4,256
1000,0.115,5,256
1000,0.12,6,256
1000,0.035,7,256
1000,0.025,8,256
1000,0.025,9,256
1000,0.075,10,256
1000,0.15,11,256
1000,0.063,12,256
1000,0.025,13,256
1000,0.025,14,256
1000,0.024,15,256
1000,0.059,16,256
1000,0.113,17,256
1000,0.041,18,256
1000,0.139,19,256
1000,0.071,20,256
1000,0.363,21,256
1000,0.775,22,256
1000,2.864,23,256
1000,0.193,24,256
1000,0.397,25,256
1000,0.294,26,256
1000,0.719,27,256
1000,3.369,28,256
1000,0.305,29,256
1000,0.029,30,256
1000,0.11,31,256
1000,0.193,32,256
1000,0.896,33,256
1000,0.227,34,256
1000,0.302,35,256
1000,0.66,36,256
1000,0.154,37,256
1000,0.03,38,256
1000,1.118,39,256
1000,0.674,40,256
1000,0.193,41,256
1000,0.552,42,256
1000,0.419,43,256
1000,0.345,44,256
1000,0.182,45,256
1000,0.058,46,256
1000,0.029,47,256
1000,0.029,48,256
1000,0.063,1,257
1000,0.121,2,257
1000,0.063,3,257
1000,0.03,4,257
1000,0.03,5,257
1000,0.03,6,257
1000,0.117,7,257
1000,0.097,8,257
1000,0.03,9,257
1000,0.03,10,257
1000,0.041,11,257
1000,0.054,12,257
1000,0.119,13,257
1000,0.073,14,257
1000,0.076,15,257
1000,1.61,16,257
1000,0.159,17,257
1000,0.122,18,257
1000,0.032,19,257
1000,0.029,20,257
1000,0.03,21,257
1000,0.03,22,257
1000,0.084,23,257
1000,0.119,24,257
1000,0.053,25,257
1000,0.03,26,257
1000,0.03,27,257
1000,0.03,28,257
1000,0.098,29,257
1000,0.119,30,257
1000,0.03,31,257
1000,0.03,32,257
1000,0.03,33,257
1000,0.053,34,257
1000,0.119,35,257
1000,0.068,36,257
1000,0.107,37,257
1000,0.193,38,257
1000,0.095,39,257
1000,0.096,40,257
1000,1.432,41,257
1000,3.032,42,257
1000,1.114,43,257
1000,0.547,44,257
1000,0.165,45,257
1000,0.12,46,257
1000,0.118,47,257
1000,0.048,48,257
1000,0.025,1,258
1000,0.025,2,258
1000,0.025,3,258
1000,0.08,4,258
1000,0.119,5,258
1000,0.051,6,258
1000,0.024,7,258
1000,0.024,8,258
1000,0.024,9,258
1000,0.073,10,258
1000,0.115,11,258
1000,0.058,12,258
1000,0.025,13,258
1000,0.024,14,258
1000,0.024,15,258
1000,1.005,16,258
1000,0.234,17,258
1000,0.044,18,258
1000,0.03,19,258
1000,0.03,20,258
1000,0.03,21,258
1000,0.088,22,258
1000,0.104,23,258
1000,0.03,24,258
1000,0.03,25,258
1000,0.03,26,258
1000,0.102,27,258
1000,0.109,28,258
1000,0.122,29,258
1000,0.098,30,258
1000,0.03,31,258
1000,0.029,32,258
1000,0.03,33,258
1000,0.077,34,258
1000,0.12,35,258
1000,0.063,36,258
1000,3.171,37,258
1000,1.61,38,258
1000,1.441,39,258
1000,0.183,40,258
1000,0.099,41,258
1000,0.726,42,258
1000,0.193,43,258
1000,0.394,44,258
1000,0.893,45,258
1000,0.266,46,258
1000,0.074,47,258
1000,0.029,48,258
1000,0.063,1,259
1000,0.111,2,259
1000,0.025,3,259
1000,0.025,4,259
1000,0.025,5,259
1000,0.046,6,259
1000,0.115,7,259
1000,0.075,8,259
1000,0.131,9,259
1000,0.114,10,259
1000,0.068,11,259
1000,0.025,12,259
1000,0.025,13,259
1000,0.025,14,259
1000,0.038,15,259
1000,0.407,16,259
1000,0.103,17,259
1000,0.029,18,259
1000,0.029,19,259
1000,0.029,20,259
1000,0.031,21,259
1000,0.122,22,259
1000,0.053,23,259
1000,0.03,24,259
1000,0.03,25,259
1000,0.03,26,259
1000,0.068,27,259
1000,0.114,28,259
1000,0.029,29,259
1000,0.029,30,259
1000,0.029,31,259
1000,0.03,32,259
1000,0.117,33,259
1000,0.064,34,259
1000,0.029,35,259
1000,0.028,36,259
1000,0.057,37,259
1000,0.116,38,259
1000,0.125,39,259
1000,0.105,40,259
1000,0.052,41,259
1000,0.024,42,259
1000,0.024,43,259
1000,0.024,44,259
1000,0.052,45,259
1000,0.434,46,259
1000,0.093,47,259
1000,0.025,48,259
1000,0.025,1,260
1000,0.024,2,260
1000,0.078,3,260
1000,0.114,4,260
1000,0.03,5,260
1000,0.025,6,260
1000,0.025,7,260
1000,0.025,8,260
1000,0.077,9,260
1000,0.115,10,260
1000,0.026,11,260
1000,0.025,12,260
1000,0.025,13,260
1000,0.024,14,260
1000,0.052,15,260
1000,2.61,16,260
1000,0.395,17,260
1000,0.029,18,260
1000,0.029,19,260
1000,0.029,20,260
1000,0.419,21,260
1000,2.827,22,260
1000,2.673,23,260
1000,0.986,24,260
1000,0.473,25,260
1000,1.197,26,260
1000,0.246,27,260
1000,0.113,28,260
1000,0.031,29,260
1000,0.031,30,260
1000,0.031,31,260
1000,0.033,32,260
1000,0.119,33,260
1000,0.097,34,260
1000,0.031,35,260
1000,0.031,36,260
1000,0.026,37,260
1000,0.04,38,260
1000,0.114,39,260
1000,0.067,40,260
1000,0.025,41,260
1000,0.025,42,260
1000,0.026,43,260
1000,0.05,44,260
1000,0.114,45,260
1000,0.059,46,260
1000,0.234,47,260
1000,0.129,48,260
1000,0.07,1,261
1000,0.113,2,261
1000,0.038,3,261
1000,0.025,4,261
1000,0.025,5,261
1000,0.025,6,261
1000,0.071,7,261
1000,0.09,8,261
1000,0.025,9,261
1000,0.025,10,261
1000,0.025,11,261
1000,0.025,12,261
1000,0.076,13,261
1000,0.088,14,261
1000,0.024,15,261
1000,0.024,16,261
1000,0.97,17,261
1000,0.036,18,261
1000,0.123,19,261
1000,0.047,20,261
1000,0.03,21,261
1000,0.03,22,261
1000,0.03,23,261
1000,0.036,24,261
1000,0.118,25,261
1000,0.077,26,261
1000,0.03,27,261
1000,0.029,28,261
1000,0.03,29,261
1000,0.031,30,261
1000,0.117,31,261
1000,0.083,32,261
1000,0.03,33,261
1000,0.03,34,261
1000,0.03,35,261
1000,0.038,36,261
1000,0.121,37,261
1000,0.041,38,261
1000,0.828,39,261
1000,1.421,40,261
1000,0.735,41,261
1000,0.204,42,261
1000,0.231,43,261
1000,0.371,44,261
1000,0.284,45,261
1000,0.207,46,261
1000,0.195,47,261
1000,0.263,48,261
1000,0.24,1,262
1000,0.107,2,262
1000,0.025,3,262
1000,0.025,4,262
1000,0.025,5,262
1000,0.072,6,262
1000,0.115,7,262
1000,0.029,8,262
1000,0.025,9,262
1000,0.025,10,262
1000,0.035,11,262
1000,0.115,12,262
1000,0.061,13,262
1000,0.024,14,262
1000,0.024,15,262
1000,1.915,16,262
1000,1.558,17,262
1000,4.357,18,262
1000,1.537,19,262
1000,0.505,20,262
1000,0.454,21,262
1000,0.743,22,262
1000,0.047,23,262
1000,0.321,24,262
1000,0.136,25,262
1000,0.072,26,262
1000,0.109,27,262
1000,0.029,28,262
1000,0.024,29,262
1000,0.024,30,262
1000,0.031,31,262
1000,0.113,32,262
1000,0.074,33,262
1000,0.024,34,262
1000,0.024,35,262
1000,0.024,36,262
1000,0.057,37,262
1000,0.112,38,262
1000,0.045,39,262
1000,0.023,40,262
1000,0.023,41,262
1000,0.023,42,262
1000,0.076,43,262
1000,0.112,44,262
1000,0.025,45,262
1000,0.024,46,262
1000,0.024,47,262
1000,0.024,48,262
1000,0.068,1,263
1000,0.113,2,263
1000,0.034,3,263
1000,0.025,4,263
1000,0.025,5,263
1000,0.025,6,263
1000,0.024,7,263
1000,0.095,8,263
1000,0.098,9,263
1000,0.024,10,263
1000,0.024,11,263
1000,0.024,12,263
1000,0.024,13,263
1000,0.024,14,263
1000,0.073,15,263
1000,0.099,16,263
1000,0.025,17,263
1000,0.025,18,263
1000,0.025,19,263
1000,0.025,20,263
1000,0.024,21,263
1000,0.046,22,263
1000,0.115,23,263
1000,0.041,24,263
1000,0.024,25,263
1000,0.024,26,263
1000,0.024,27,263
1000,0.024,28,263
1000,0.06,29,263
1000,0.115,30,263
1000,0.029,31,263
1000,0.024,32,263
1000,0.076,33,263
1000,0.101,34,263
1000,0.114,35,263
1000,0.063,36,263
1000,0.023,37,263
1000,0.023,38,263
1000,0.024,39,263
1000,0.023,40,263
1000,0.084,41,263
1000,0.105,42,263
1000,0.36,43,263
1000,0.312,44,263
1000,0.306,45,263
1000,0.213,46,263
1000,0.109,47,263
1000,0.09,48,263
1000,0.025,1,264
1000,0.025,2,264
1000,0.025,3,264
1000,0.024,4,264
1000,0.107,5,264
1000,0.086,6,264
1000,0.025,7,264
1000,0.025,8,264
1000,0.025,9,264
1000,0.025,10,264
1000,0.084,11,264
1000,0.111,12,264
1000,0.027,13,264
1000,0.024,14,264
1000,0.024,15,264
1000,0.024,16,264
1000,0.046,17,264
1000,0.132,18,264
1000,0.354,19,264
1000,0.029,20,264
1000,0.665,21,264
1000,0.109,22,264
1000,0.119,23,264
1000,0.08,24,264
1000,1.73,25,264
1000,2.779,26,264
1000,0.681,27,264
1000,0.631,28,264
1000,0.262,29,264
1000,0.03,30,264
1000,0.139,31,264
1000,0.108,32,264
1000,0.071,33,264
1000,0.356,34,264
1000,0.205,35,264
1000,0.453,36,264
1000,1.235,37,264
1000,2.552,38,264
1000,1.716,39,264
1000,0.466,40,264
1000,3.236,41,264
1000,1.988,42,264
1000,0.365,43,264
1000,0.335,44,264
1000,0.689,45,264
1000,0.52,46,264
1000,0.478,47,264
1000,0.321,48,264
1000,0.07,1,265
1000,0.053,2,265
1000,0.111,3,265
1000,0.127,4,265
1000,0.036,5,265
1000,0.025,6,265
1000,0.074,7,265
1000,0.119,8,265
1000,0.024,9,265
1000,0.024,10,265
1000,0.084,11,265
1000,0.592,12,265
1000,2.55,13,265
1000,0.386,14,265
1000,0.239,15,265
1000,0.555,16,265
1000,1.057,17,265
1000,0.285,18,265
1000,1.2,19,265
1000,0.079,20,265
1000,0.032,21,265
1000,0.032,22,265
1000,0.093,23,265
1000,0.122,24,265
1000,0.04,25,265
1000,0.255,26,265
1000,0.081,27,265
1000,0.124,28,265
1000,0.037,29,265
1000,0.032,30,265
1000,0.048,31,265
1000,0.116,32,265
1000,0.131,33,265
1000,0.077,34,265
1000,0.214,35,265
1000,0.573,36,265
1000,2.212,37,265
1000,0.118,38,265
1000,1.032,39,265
1000,0.197,40,265
1000,0.689,41,265
1000,0.757,42,265
1000,0.456,43,265
1000,0.49,44,265
1000,0.795,45,265
1000,0.446,46,265
1000,0.045,47,265
1000,0.024,48,265
1000,0.025,1,266
1000,0.103,2,266
1000,0.074,3,266
1000,0.024,4,266
1000,0.024,5,266
1000,0.046,6,266
1000,0.114,7,266
1000,0.039,8,266
1000,0.024,9,266
1000,0.024,10,266
1000,0.068,11,266
1000,0.129,12,266
1000,1.353,13,266
1000,0.465,14,266
1000,0.063,15,266
1000,0.092,16,266
1000,0.072,17,266
1000,0.03,18,266
1000,0.029,19,266
1000,0.031,20,266
1000,0.117,21,266
1000,0.069,22,266
1000,0.03,23,266
1000,0.029,24,266
1000,0.029,25,266
1000,0.116,26,266
1000,0.07,27,266
1000,0.029,28,266
1000,0.029,29,266
1000,0.029,30,266
1000,0.119,31,266
1000,0.067,32,266
1000,0.029,33,266
1000,0.029,34,266
1000,0.055,35,266
1000,0.113,36,266
1000,0.036,37,266
1000,0.023,38,266
1000,0.023,39,266
1000,0.07,40,266
1000,0.081,41,266
1000,0.023,42,266
1000,0.024,43,266
1000,0.04,44,266
1000,0.105,45,266
1000,0.118,46,266
1000,0.087,47,266
1000,0.023,48,266
1000,0.024,1,267
1000,0.03,2,267
1000,0.114,3,267
1000,0.06,4,267
1000,0.025,5,267
1000,0.025,6,267
1000,0.025,7,267
1000,0.106,8,267
1000,0.074,9,267
1000,0.025,10,267
1000,0.025,11,267
1000,0.025,12,267
1000,0.053,13,267
1000,0.112,14,267
1000,0.04,15,267
1000,0.023,16,267
1000,0.023,17,267
1000,0.024,18,267
1000,0.059,19,267
1000,0.11,20,267
1000,0.034,21,267
1000,0.024,22,267
1000,0.023,23,267
1000,0.024,24,267
1000,0.076,25,267
1000,0.076,26,267
1000,0.024,27,267
1000,0.024,28,267
1000,0.024,29,267
1000,0.036,30,267
1000,0.112,31,267
1000,0.052,32,267
1000,0.024,33,267
1000,0.024,34,267
1000,0.023,35,267
1000,0.082,36,267
1000,0.071,37,267
1000,0.024,38,267
1000,0.023,39,267
1000,0.023,40,267
1000,0.07,41,267
1000,0.107,42,267
1000,0.023,43,267
1000,0.023,44,267
1000,0.025,45,267
1000,0.031,46,267
1000,0.117,47,267
1000,0.034,48,267
1000,0.025,1,268
1000,0.025,2,268
1000,0.025,3,268
1000,0.1,4,268
1000,0.059,5,268
1000,0.026,6,268
1000,0.025,7,268
1000,0.024,8,268
1000,0.061,9,268
1000,0.114,10,268
1000,0.036,11,268
1000,0.025,12,268
1000,0.024,13,268
1000,0.024,14,268
1000,0.076,15,268
1000,0.078,16,268
1000,0.024,17,268
1000,0.023,18,268
1000,0.024,19,268
1000,0.024,20,268
1000,0.107,21,268
1000,0.078,22,268
1000,0.025,23,268
1000,0.025,24,268
1000,0.024,25,268
1000,0.029,26,268
1000,0.115,27,268
1000,0.033,28,268
1000,0.024,29,268
1000,0.023,30,268
1000,0.024,31,268
1000,0.086,32,268
1000,0.071,33,268
1000,0.024,34,268
1000,0.023,35,268
1000,0.023,36,268
1000,0.077,37,268
1000,0.103,38,268
1000,0.116,39,268
1000,0.618,40,268
1000,0.611,41,268
1000,1.021,42,268
1000,0.868,43,268
1000,0.635,44,268
1000,0.622,45,268
1000,0.444,46,268
1000,0.451,47,268
1000,0.688,48,268
1000,1.29,1,269
1000,0.233,2,269
1000,0.16,3,269
1000,0.093,4,269
1000,0.135,5,269
1000,0.146,6,269
1000,0.057,7,269
1000,0.051,8,269
1000,0.051,9,269
1000,0.114,10,269
1000,0.101,11,269
1000,0.076,12,269
1000,0.051,13,269
1000,0.052,14,269
1000,0.14,15,269
1000,0.097,16,269
1000,0.051,17,269
1000,0.359,18,269
1000,0.222,19,269
1000,0.164,20,269
1000,0.379,21,269
1000,0.055,22,269
1000,0.054,23,269
1000,0.072,24,269
1000,0.145,25,269
1000,0.357,26,269
1000,0.399,27,269
1000,0.159,28,269
1000,0.372,29,269
1000,0.106,30,269
1000,0.184,31,269
1000,0.161,32,269
1000,0.1,33,269
1000,0.12,34,269
1000,0.236,35,269
1000,0.222,36,269
1000,0.251,37,269
1000,1.887,38,269
1000,1.958,39,269
1000,1.307,40,269
1000,0.685,41,269
1000,0.47,42,269
1000,1.087,43,269
1000,0.577,44,269
1000,0.5,45,269
1000,0.716,46,269
1000,0.583,47,269
1000,0.793,48,269
1000,0.377,1,270
1000,0.147,2,270
1000,0.085,3,270
1000,0.07,4,270
1000,0.084,5,270
1000,0.145,6,270
1000,0.153,7,270
1000,0.139,8,270
1000,0.11,9,270
1000,0.055,10,270
1000,0.056,11,270
1000,0.09,12,270
1000,0.148,13,270
1000,0.066,14,270
1000,0.055,15,270
1000,0.055,16,270
1000,0.37,17,270
1000,0.147,18,270
1000,0.064,19,270
1000,0.219,20,270
1000,0.059,21,270
1000,0.277,22,270
1000,0.949,23,270
1000,0.419,24,270
1000,0.055,25,270
1000,0.119,26,270
1000,0.219,27,270
1000,0.299,28,270
1000,0.099,29,270
1000,0.058,30,270
1000,0.312,31,270
1000,0.27,32,270
1000,0.154,33,270
1000,0.061,34,270
1000,0.064,35,270
1000,0.12,36,270
1000,0.887,37,270
1000,1.291,38,270
1000,3.887,39,270
1000,2.351,40,270
1000,1.629,41,270
1000,0.701,42,270
1000,0.697,43,270
1000,0.572,44,270
1000,0.526,45,270
1000,0.643,46,270
1000,0.419,47,270
1000,0.067,48,270
1000,0.027,1,271
1000,0.027,2,271
1000,0.096,3,271
1000,0.094,4,271
1000,0.027,5,271
1000,0.028,6,271
1000,0.047,7,271
1000,0.118,8,271
1000,0.051,9,271
1000,0.027,10,271
1000,0.041,11,271
1000,0.072,12,271
1000,0.094,13,271
1000,0.026,14,271
1000,0.026,15,271
1000,0.04,16,271
1000,0.432,17,271
1000,0.151,18,271
1000,0.069,19,271
1000,0.11,20,271
1000,0.378,21,271
1000,0.062,22,271
1000,0.03,23,271
1000,0.031,24,271
1000,0.125,25,271
1000,0.266,26,271
1000,0.082,27,271
1000,0.15,28,271
1000,0.031,29,271
1000,0.052,30,271
1000,0.245,31,271
1000,0.04,32,271
1000,0.031,33,271
1000,2.49,34,271
1000,1.831,35,271
1000,0.137,36,271
1000,0.973,37,271
1000,0.123,38,271
1000,0.495,39,271
1000,0.426,40,271
1000,1.314,41,271
1000,1.134,42,271
1000,0.531,43,271
1000,0.444,44,271
1000,0.411,45,271
1000,0.407,46,271
1000,0.406,47,271
1000,0.308,48,271
1000,0.125,1,272
1000,0.112,2,272
1000,0.123,3,272
1000,0.099,4,272
1000,0.027,5,272
1000,0.027,6,272
1000,0.027,7,272
1000,0.068,8,272
1000,0.121,9,272
1000,0.083,10,272
1000,0.027,11,272
1000,0.027,12,272
1000,0.027,13,272
1000,0.127,14,272
1000,0.118,15,272
1000,0.026,16,272
1000,0.028,17,272
1000,0.322,18,272
1000,0.136,19,272
1000,0.069,20,272
1000,0.031,21,272
1000,0.141,22,272
1000,0.048,23,272
1000,0.193,24,272
1000,0.13,25,272
1000,0.105,26,272
1000,0.104,27,272
1000,0.157,28,272
1000,0.174,29,272
1000,0.089,30,272
1000,0.385,31,272
1000,0.16,32,272
1000,0.182,33,272
1000,2.204,34,272
1000,2.859,35,272
1000,0.927,36,272
1000,1.323,37,272
1000,0.607,38,272
1000,0.571,39,272
1000,0.326,40,272
1000,0.312,41,272
1000,0.322,42,272
1000,0.407,43,272
1000,0.736,44,272
1000,0.314,45,272
1000,0.437,46,272
1000,0.549,47,272
1000,0.192,48,272
1000,0.063,1,273
1000,0.028,2,273
1000,0.027,3,273
1000,0.055,4,273
1000,0.117,5,273
1000,0.047,6,273
1000,0.027,7,273
1000,0.027,8,273
1000,0.06,9,273
1000,0.116,10,273
1000,0.057,11,273
1000,0.027,12,273
1000,0.027,13,273
1000,0.026,14,273
1000,0.104,15,273
1000,0.134,16,273
1000,0.439,17,273
1000,0.289,18,273
1000,0.112,19,273
1000,0.126,20,273
1000,0.129,21,273
1000,0.207,22,273
1000,0.031,23,273
1000,0.034,24,273
1000,0.171,25,273
1000,0.126,26,273
1000,0.134,27,273
1000,0.124,28,273
1000,0.039,29,273
1000,0.178,30,273
1000,0.143,31,273
1000,0.235,32,273
1000,0.118,33,273
1000,0.117,34,273
1000,0.112,35,273
1000,0.103,36,273
1000,0.186,37,273
1000,0.136,38,273
1000,2.878,39,273
1000,2.042,40,273
1000,0.539,41,273
1000,0.74,42,273
1000,1.506,43,273
1000,0.377,44,273
1000,0.416,45,273
1000,0.333,46,273
1000,0.321,47,273
1000,0.495,48,273
1000,0.287,1,274
1000,0.167,2,274
1000,0.045,3,274
1000,0.027,4,274
1000,0.027,5,274
1000,0.075,6,274
1000,0.121,7,274
1000,0.084,8,274
1000,0.047,9,274
1000,0.027,10,274
1000,0.027,11,274
1000,0.107,12,274
1000,0.106,13,274
1000,0.026,14,274
1000,0.027,15,274
1000,0.026,16,274
1000,0.081,17,274
1000,0.234,18,274
1000,0.184,19,274
1000,0.043,20,274
